customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,estimated_salary,has_credit_card,is_active_member,exited,age_group,balance_category,credit_tier,salary_quartile,customer_value_score,is_high_value
15604348,Allard,710,Spain,Male,22,8,0.0,2,99645.04,False,False,False,18-25,Zero,Good,Q2,36.63,False
15633059,Fanucci,413,France,Male,34,9,0.0,2,6534.18,False,False,False,26-35,Zero,Poor,Q1,29.82,False
15808582,Fu,665,France,Female,40,6,0.0,1,161848.03,True,True,False,36-45,Zero,Fair,Q4,31.19,False
15743192,Hung,623,France,Female,44,6,0.0,2,167162.43,False,False,False,36-45,Zero,Fair,Q4,38.38,False
15580146,Hung,738,France,Male,31,9,82674.15,1,41970.72,True,False,False,26-35,Medium,Good,Q1,38.23,False
15776605,Bradley,528,Spain,Male,36,7,0.0,2,60536.56,True,False,False,36-45,Zero,Poor,Q2,30.22,False
15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,177655.68,True,True,True,56+,Zero,Good,Q4,20.27,False
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,30984.59,True,True,True,46-55,High,Fair,Q1,34.7,False
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,10054.53,True,True,False,26-35,Medium,Fair,Q1,15.91,False
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,36976.52,False,True,False,36-45,Medium,Excellent,Q1,22.62,False
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,71862.79,False,False,False,26-35,High,Fair,Q2,40.62,False
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,99449.86,True,False,True,26-35,Medium,Poor,Q2,45.4,True
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,63082.88,False,True,False,26-35,Medium,Good,Q2,26.44,False
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,27231.26,True,False,False,36-45,High,Poor,Q1,41.96,False
15715951,Thorpe,562,France,Male,42,2,100238.35,1,86797.41,False,False,False,36-45,High,Poor,Q2,27.66,False
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,22994.32,False,True,False,36-45,High,Good,Q1,39.61,False
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,101300.94,False,True,True,26-35,High,Good,Q3,60.85,True
15675522,Ko,628,Germany,Female,30,9,132351.29,2,74169.13,True,True,False,26-35,High,Fair,Q2,55.05,True
15705512,Welch,668,Germany,Female,37,6,167864.4,1,115638.29,True,False,False,36-45,High,Fair,Q3,49.98,True
15698028,Duncan,506,France,Female,41,1,0.0,2,31766.3,True,False,False,36-45,Zero,Poor,Q1,12.34,False
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,199725.39,True,False,True,26-35,High,Poor,Q4,55.01,True
15600781,Wu,699,Germany,Male,34,4,185173.81,2,120834.48,True,False,False,26-35,High,Good,Q3,54.58,True
15682472,Culbreth,828,France,Male,34,8,129433.34,2,38131.77,False,False,False,26-35,High,Excellent,Q1,48.53,True
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,100130.95,False,False,False,36-45,High,Good,Q2,41.78,False
15690673,Cameron,656,France,Female,39,6,0.0,2,141069.88,True,False,False,36-45,Zero,Fair,Q3,35.77,False
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,198129.36,True,True,False,46-55,High,Good,Q4,62.44,True
15779659,Zetticci,625,France,Female,28,3,0.0,1,183646.41,False,False,False,26-35,Zero,Fair,Q4,25.87,False
15627360,Fuller,432,France,Male,42,9,152603.45,1,110265.24,True,False,True,36-45,High,Poor,Q3,54.81,True
15671137,MacDonald,549,France,Female,52,1,0.0,1,8636.05,False,True,True,46-55,Zero,Poor,Q1,3.36,False
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,46824.08,True,False,True,56+,High,Fair,Q1,25.4,False
15575492,Kennedy,828,France,Female,41,7,0.0,2,171378.77,True,False,False,36-45,Zero,Excellent,Q4,41.31,False
15591607,Fernie,770,France,Male,24,9,101827.07,1,167256.35,True,False,False,18-25,High,Excellent,Q4,53.43,True
15740404,He,758,France,Female,34,3,0.0,2,124226.16,True,True,False,26-35,Zero,Excellent,Q3,26.59,False
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,114935.21,True,True,False,26-35,High,Excellent,Q3,52.25,True
15677871,Cocci,687,France,Male,38,9,122570.87,1,35608.88,True,True,False,36-45,High,Good,Q1,43.16,False
15642004,Alekseeva,686,France,Male,25,1,0.0,2,16459.37,False,True,False,18-25,Zero,Good,Q1,10.81,False
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,124411.08,True,True,False,36-45,High,Excellent,Q3,54.02,True
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,34941.23,True,True,False,46-55,High,Fair,Q1,42.87,False
15802381,Li,461,Germany,Female,34,5,63663.93,1,167784.28,False,True,False,26-35,Medium,Poor,Q4,38.16,False
15610156,Ma,637,France,Male,40,2,133463.1,1,93165.34,False,True,False,36-45,High,Fair,Q2,32.93,False
15594408,Chia,584,Spain,Female,48,2,213146.2,1,75161.25,True,False,True,46-55,High,Fair,Q2,42.25,False
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,8590.83,False,True,True,26-35,High,Poor,Q1,28.09,False
15698932,Groves,756,Germany,Male,44,10,137452.09,1,189543.9,True,False,False,36-45,High,Excellent,Q4,63.13,True
15724944,Tien,663,France,Male,34,7,0.0,2,180427.24,True,True,False,26-35,Zero,Fair,Q4,42.21,False
15628145,Forwood,682,France,Female,43,5,125851.93,1,193318.33,True,True,False,36-45,High,Good,Q4,49.39,True
15713483,Greeves,793,Spain,Male,52,2,0.0,1,159123.82,True,False,True,46-55,Zero,Excellent,Q4,20.91,False
15612350,Taylor,691,France,Female,31,5,40915.55,1,126213.84,True,False,True,26-35,Low,Good,Q3,30.83,False
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,54141.5,True,True,False,18-25,High,Poor,Q2,33.7,False
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,141075.51,True,False,False,26-35,High,Fair,Q3,60.07,True
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,24495.03,False,False,False,36-45,High,Fair,Q1,29.87,False
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,74836.34,True,False,False,36-45,High,Good,Q2,46.82,True
15794413,Harris,416,France,Male,32,0,0.0,2,878.87,False,True,False,26-35,Zero,Poor,Q1,6.75,False
15650237,Morgan,754,Spain,Female,32,7,0.0,2,89520.75,True,False,False,26-35,Zero,Excellent,Q2,33.12,False
15759618,Alexeeva,535,France,Female,48,9,0.0,1,149892.79,True,False,True,46-55,Zero,Poor,Q4,37.49,False
15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,180800.42,True,False,False,36-45,Zero,Good,Q4,44.75,False
15689044,Humphries,539,France,Male,37,2,127609.59,1,98646.22,True,False,False,36-45,High,Poor,Q2,32.67,False
15709368,Milne,614,France,Female,43,6,0.0,2,109041.53,True,True,False,36-45,Zero,Fair,Q3,32.57,False
15679145,Chou,706,Spain,Male,57,7,0.0,1,17941.16,True,False,True,56+,Zero,Good,Q1,19.29,False
15655007,Li,758,France,Female,33,7,0.0,2,82996.47,False,False,False,26-35,Zero,Excellent,Q2,32.47,False
15623595,Clayton,586,Spain,Female,28,2,0.0,2,92067.35,True,True,False,26-35,Zero,Fair,Q2,20.87,False
15589975,Maclean,646,France,Female,73,6,97259.25,1,104719.66,False,True,False,56+,Medium,Fair,Q3,39.04,False
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,112687.57,False,False,False,26-35,High,Fair,Q3,38.46,False
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,84699.56,False,True,False,18-25,High,Good,Q2,37.57,False
15641122,Wei,684,France,Male,30,2,0.0,2,83473.82,True,False,False,26-35,Zero,Good,Q2,20.01,False
15630910,Treacy,800,France,Female,49,7,108007.36,1,47125.11,False,False,False,46-55,High,Excellent,Q1,37.28,False
15680772,Hu,721,Spain,Female,36,2,0.0,2,106977.8,True,True,False,36-45,Zero,Good,Q3,22.36,False
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,55582.54,True,False,True,26-35,High,Good,Q2,24.21,False
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,139874.43,True,True,False,26-35,High,Fair,Q3,60.62,True
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,162503.48,True,False,True,18-25,High,Good,Q4,49.52,True
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,196499.96,True,False,False,36-45,High,Fair,Q4,57.36,True
15574692,Pinto,667,Spain,Female,39,2,0.0,2,40721.24,True,False,True,36-45,Zero,Fair,Q1,15.74,False
15611325,Wood,682,Germany,Male,24,9,57929.81,2,53134.3,False,False,False,18-25,Medium,Good,Q2,42.56,False
15587562,Hawkins,484,France,Female,29,4,130114.39,1,164017.89,True,False,False,26-35,High,Poor,Q4,44.55,False
15613172,Sun,628,Germany,Male,27,5,95826.49,2,155996.96,True,False,False,26-35,Medium,Fair,Q4,48.13,True
15651022,Yost,480,Germany,Male,44,10,129608.57,1,5472.7,True,False,True,36-45,High,Poor,Q1,43.63,False
15586310,Ting,578,France,Male,30,4,169462.09,1,112187.11,True,False,False,26-35,High,Poor,Q3,44.86,False
15625524,Rowe,512,France,Male,40,5,0.0,2,146457.83,True,True,False,36-45,Zero,Poor,Q3,33.81,False
15755209,Fu,484,Spain,Female,35,7,133868.21,1,27286.1,True,True,False,26-35,High,Poor,Q1,38.9,False
15645248,Ho,510,France,Female,30,0,0.0,2,130553.47,True,True,False,26-35,Zero,Poor,Q3,19.72,False
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,179351.89,False,False,False,36-45,High,Fair,Q4,63.67,True
15762615,Campbell,597,Spain,Female,40,8,101993.12,1,94774.12,False,True,False,36-45,High,Fair,Q2,43.71,False
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,8080.85,True,False,True,46-55,High,Excellent,Q1,30.85,False
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,19482.5,True,True,False,36-45,High,Excellent,Q1,24.01,False
15789669,Hsia,510,France,Male,65,2,0.0,2,48071.61,True,True,False,56+,Zero,Poor,Q1,16.47,False
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,174531.27,True,False,False,36-45,High,Excellent,Q4,49.24,True
15810845,T'ang,636,France,Male,42,2,0.0,2,55470.78,True,True,False,36-45,Zero,Fair,Q2,17.21,False
15719377,Cocci,804,France,Female,50,4,0.0,1,8546.87,True,True,True,46-55,Zero,Excellent,Q1,10.85,False
15654506,Chang,514,France,Male,32,8,0.0,2,95857.18,True,False,False,26-35,Zero,Poor,Q2,36.25,False
15771977,T'ao,730,France,Female,39,1,99010.67,1,194945.8,True,False,False,36-45,Medium,Good,Q4,35.81,False
15708710,Ford,525,Spain,Female,37,0,0.0,1,131521.72,False,True,False,36-45,Zero,Poor,Q3,13.15,False
15726676,Marshall,616,Spain,Male,30,5,0.0,2,196108.51,False,True,False,26-35,Zero,Fair,Q4,38.78,False
15587421,Tsai,687,Germany,Female,34,7,111388.18,2,148564.76,True,False,False,26-35,High,Good,Q3,54.56,True
15726931,Onwumelu,715,France,Female,41,8,56214.85,2,92982.61,False,False,True,36-45,Medium,Good,Q2,43.81,False
15771086,Graham,512,France,Female,36,3,84327.77,2,17675.36,True,False,False,36-45,Medium,Poor,Q1,27.7,False
15756850,Golovanov,479,France,Male,40,1,0.0,2,114996.43,False,False,False,36-45,Zero,Poor,Q3,20.67,False
15702741,Potts,601,France,Male,32,8,93012.89,1,86957.42,True,False,False,26-35,Medium,Fair,Q2,41.67,False
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,128077.8,True,False,False,26-35,Medium,Fair,Q3,50.58,True
15594815,Aleshire,807,France,Male,35,3,174790.15,1,600.36,True,True,False,26-35,High,Excellent,Q1,31.94,False
15635905,Moran,616,Spain,Female,32,6,0.0,2,43001.46,True,True,False,26-35,Zero,Fair,Q1,25.97,False
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,158591.12,True,True,False,36-45,High,Good,Q4,38.39,False
15656176,Jenkins,501,France,Male,57,10,0.0,2,47847.19,True,True,False,56+,Zero,Poor,Q1,36.45,False
15811127,Volkov,521,France,Male,35,6,96423.84,1,10488.44,True,False,False,26-35,Medium,Poor,Q1,29.5,False
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,5978.2,True,True,False,26-35,High,Excellent,Q1,25.27,False
15622911,Jude,759,France,Male,42,4,105420.18,1,121409.06,False,True,False,36-45,High,Excellent,Q3,36.85,False
15600974,He,516,Spain,Male,50,5,0.0,1,146145.93,False,True,True,46-55,Zero,Poor,Q3,27.11,False
15727868,Onuora,711,France,Female,38,2,129022.06,2,14374.86,True,True,True,36-45,High,Good,Q1,31.1,False
15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,94670.77,True,False,False,26-35,High,Poor,Q2,41.61,False
15773039,Ku,550,France,Male,37,3,0.0,1,179670.31,True,True,False,36-45,Zero,Poor,Q4,25.47,False
15755262,McDonald,608,Spain,Female,41,3,89763.84,1,199304.74,False,False,True,36-45,Medium,Fair,Q4,39.95,False
15679531,Collins,618,France,Male,34,5,134954.53,1,151954.39,True,True,False,26-35,High,Fair,Q4,46.52,True
15684181,Hackett,643,France,Male,45,5,0.0,1,142513.5,True,False,True,36-45,Zero,Fair,Q3,26.75,False
15612087,Dike,671,France,Male,45,2,106376.85,1,158264.62,False,True,False,36-45,High,Good,Q4,35.67,False
15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,169381.9,True,False,False,26-35,High,Good,Q4,51.18,True
15624592,Tan,603,France,Male,31,8,0.0,2,169915.02,True,True,False,26-35,Zero,Fair,Q4,43.66,False
15573152,Glassman,620,France,Female,41,9,0.0,2,88852.47,False,False,False,36-45,Zero,Fair,Q2,38.05,False
15594917,Miller,676,France,Female,34,1,63095.01,1,40645.81,True,True,False,26-35,Medium,Good,Q1,15.37,False
15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,60427.3,False,False,False,26-35,High,Poor,Q2,39.21,False
15723488,Watson,668,Germany,Male,47,7,106854.21,1,157959.02,False,True,True,46-55,High,Fair,Q4,48.2,True
15680920,Marchesi,695,France,Male,46,7,49512.55,1,133007.34,True,False,False,46-55,Low,Good,Q3,37.71,False
15786308,Millar,730,Spain,Female,33,9,0.0,2,176576.62,False,False,False,26-35,Zero,Good,Q4,46.82,True
15659366,Shih,807,France,Male,43,1,105799.32,2,34888.04,True,False,True,36-45,High,Excellent,Q1,27.41,False
15774854,Fuller,592,France,Male,54,8,0.0,1,28737.71,True,True,True,46-55,Zero,Fair,Q1,22.87,False
15725311,Hay,726,France,Female,31,9,114722.05,2,98178.57,True,True,False,26-35,High,Good,Q2,54.99,True
15787155,Yang,514,Spain,Male,30,7,0.0,1,125010.24,False,True,False,26-35,Zero,Poor,Q3,30.0,False
15727829,McIntyre,567,France,Male,42,2,0.0,2,167984.61,True,True,False,36-45,Zero,Poor,Q4,28.47,False
15733247,Stevenson,850,France,Male,33,10,0.0,1,4861.72,True,False,True,26-35,Zero,Excellent,Q1,25.49,False
15568748,Poole,671,Germany,Male,45,6,99564.22,1,108872.45,True,True,True,36-45,Medium,Good,Q3,39.78,False
15699029,Bagley,670,France,Male,37,4,170557.91,2,198252.88,True,False,False,36-45,High,Good,Q4,60.29,True
15774393,Ch'ien,694,France,Female,30,9,0.0,2,26960.31,True,True,False,26-35,Zero,Good,Q1,31.86,False
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,85746.52,True,True,True,36-45,Medium,Poor,Q2,47.31,True
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,77206.25,True,False,True,46-55,Medium,Excellent,Q2,26.24,False
15605461,Lucas,594,Germany,Female,29,3,130830.22,1,61048.53,True,False,False,26-35,High,Fair,Q2,31.85,False
